# r_pc rho_Msun_pc3 sigma1d_kms pressure_rho_sigma2 N_scatter_per_orbit
1.995928619196e-02 1.888914021280e+04 5.880666426008e+02 6.532287351627e+09 1.245582734910e-02
2.009876012985e-02 1.869344307036e+04 5.860287397807e+02 6.419883243700e+09 1.256418576260e-02
2.023920870076e-02 1.849977741536e+04 5.839979413259e+02 6.309415602957e+09 1.267345198784e-02
2.038063871535e-02 1.830812214552e+04 5.819742226163e+02 6.200851044873e+09 1.278363322956e-02
2.052305703187e-02 1.811845637778e+04 5.799575591176e+02 6.094156760719e+09 1.289473674506e-02
2.066647055650e-02 1.793075944607e+04 5.779479263810e+02 5.989300507621e+09 1.300676984452e-02
2.081088624367e-02 1.774501089904e+04 5.759453000431e+02 5.886250598801e+09 1.311973989138e-02
2.095631109641e-02 1.756119049782e+04 5.739496558251e+02 5.784975893985e+09 1.323365430262e-02
2.110275216671e-02 1.737927821382e+04 5.719609695333e+02 5.685445789973e+09 1.334852054913e-02
2.125021655580e-02 1.719925422655e+04 5.699792170578e+02 5.587630211373e+09 1.346434615602e-02
2.139871141457e-02 1.702109892143e+04 5.680043743733e+02 5.491499601498e+09 1.358113870299e-02
2.154824394384e-02 1.684479288772e+04 5.660364175378e+02 5.397024913417e+09 1.369890582463e-02
2.169882139479e-02 1.667031691630e+04 5.640753226931e+02 5.304177601157e+09 1.381765521081e-02
2.185045106924e-02 1.649765199767e+04 5.621210660639e+02 5.212929611068e+09 1.393739460696e-02
2.200314032005e-02 1.632677931982e+04 5.601736239580e+02 5.123253373323e+09 1.405813181447e-02
2.215689655145e-02 1.615768026618e+04 5.582329727658e+02 5.035121793577e+09 1.417987469099e-02
2.231172721943e-02 1.599033641363e+04 5.562990889599e+02 4.948508244760e+09 1.430263115083e-02
2.246763983206e-02 1.582472953045e+04 5.543719490950e+02 4.863386559018e+09 1.442640916524e-02
2.262464194989e-02 1.566084157433e+04 5.524515298075e+02 4.779731019792e+09 1.455121676281e-02
2.278274118630e-02 1.549865469044e+04 5.505378078154e+02 4.697516354030e+09 1.467706202981e-02
2.294194520786e-02 1.533815120945e+04 5.486307599177e+02 4.616717724539e+09 1.480395311052e-02
2.310226173472e-02 1.517931364559e+04 5.467303629944e+02 4.537310722464e+09 1.493189820761e-02
2.326369854100e-02 1.502212469480e+04 5.448365940061e+02 4.459271359900e+09 1.506090558249e-02
2.342626345510e-02 1.486656723277e+04 5.429494299938e+02 4.382576062629e+09 1.519098355564e-02
2.358996436017e-02 1.471262431312e+04 5.410688480785e+02 4.307201662985e+09 1.532214050702e-02
2.375480919442e-02 1.456027916555e+04 5.391948254609e+02 4.233125392841e+09 1.545438487636e-02
2.392080595154e-02 1.440951519399e+04 5.373273394215e+02 4.160324876713e+09 1.558772516358e-02
2.408796268107e-02 1.426031597478e+04 5.354663673197e+02 4.088778124992e+09 1.572216992913e-02
2.425628748881e-02 1.411266525494e+04 5.336118865940e+02 4.018463527285e+09 1.585772779434e-02
2.442578853720e-02 1.396654695030e+04 5.317638747617e+02 3.949359845871e+09 1.599440744181e-02
2.459647404572e-02 1.382194514385e+04 5.299223094183e+02 3.881446209277e+09 1.613221761575e-02
2.476835229129e-02 1.367884408391e+04 5.280871682376e+02 3.814702105957e+09 1.627116712236e-02
2.494143160865e-02 1.353722818249e+04 5.262584289711e+02 3.749107378082e+09 1.641126483021e-02
2.511572039081e-02 1.339708201353e+04 5.244360694482e+02 3.684642215443e+09 1.655251967058e-02
2.529122708940e-02 1.325839031125e+04 5.226200675753e+02 3.621287149449e+09 1.669494063788e-02
2.546796021514e-02 1.312113796848e+04 5.208104013361e+02 3.559023047238e+09 1.683853678996e-02
2.564592833821e-02 1.298531003499e+04 5.190070487909e+02 3.497831105884e+09 1.698331724854e-02
2.582514008866e-02 1.285089171591e+04 5.172099880767e+02 3.437692846707e+09 1.712929119954e-02
2.600560415687e-02 1.271786837005e+04 5.154191974068e+02 3.378590109676e+09 1.727646789350e-02
2.618732929394e-02 1.258622550835e+04 5.136346550702e+02 3.320505047917e+09 1.742485664592e-02
2.637032431211e-02 1.245594879228e+04 5.118563394320e+02 3.263420122308e+09 1.757446683766e-02
2.655459808523e-02 1.232702403230e+04 5.100842289326e+02 3.207318096174e+09 1.772530791534e-02
2.674015954912e-02 1.219943718627e+04 5.083183020875e+02 3.152182030063e+09 1.787738939165e-02
2.692701770208e-02 1.207317435795e+04 5.065585374875e+02 3.097995276626e+09 1.803072084584e-02
2.711518160526e-02 1.194822179547e+04 5.048049137977e+02 3.044741475577e+09 1.818531192400e-02
2.730466038315e-02 1.182456588986e+04 5.030574097579e+02 2.992404548737e+09 1.834117233951e-02
2.749546322398e-02 1.170219317350e+04 5.013160041820e+02 2.940968695172e+09 1.849831187341e-02
2.768759938021e-02 1.158109031872e+04 4.995806759578e+02 2.890418386410e+09 1.865674037480e-02
2.788107816894e-02 1.146124413633e+04 4.978514040468e+02 2.840738361739e+09 1.881646776119e-02
2.807590897238e-02 1.134264157413e+04 4.961281674838e+02 2.791913623592e+09 1.897750401895e-02
2.827210123831e-02 1.122526971555e+04 4.944109453769e+02 2.743929433005e+09 1.913985920364e-02
2.846966448051e-02 1.110911577822e+04 4.926997169071e+02 2.696771305157e+09 1.930354344047e-02
2.866860827927e-02 1.099416711255e+04 4.909944613279e+02 2.650425004987e+09 1.946856692463e-02
2.886894228180e-02 1.088041120041e+04 4.892951579653e+02 2.604876542886e+09 1.963493992173e-02
2.907067620275e-02 1.076783565368e+04 4.876017862175e+02 2.560112170460e+09 1.980267276817e-02
2.927381982463e-02 1.065642821298e+04 4.859143255545e+02 2.516118376376e+09 1.997177587156e-02
2.947838299832e-02 1.054617674629e+04 4.842327555180e+02 2.472881882265e+09 2.014225971112e-02
2.968437564355e-02 1.043706924762e+04 4.825570557211e+02 2.430389638710e+09 2.031413483806e-02
2.989180774934e-02 1.032909383574e+04 4.808872058480e+02 2.388628821294e+09 2.048741187598e-02
3.010068937453e-02 1.022223875282e+04 4.792231856538e+02 2.347586826719e+09 2.066210152131e-02
3.031103064826e-02 1.011649236324e+04 4.775649749644e+02 2.307251268992e+09 2.083821454368e-02
3.052284177043e-02 1.001184315221e+04 4.759125536759e+02 2.267609975679e+09 2.101576178632e-02
3.073613301223e-02 9.908279724612e+03 4.742659017548e+02 2.228650984219e+09 2.119475416652e-02
3.095091471663e-02 9.805790803700e+03 4.726249992373e+02 2.190362538304e+09 2.137520267596e-02
3.116719729885e-02 9.704365229887e+03 4.709898262295e+02 2.152733084323e+09 2.155711838119e-02
3.138499124691e-02 9.603991959526e+03 4.693603629069e+02 2.115751267865e+09 2.174051242398e-02
3.160430712213e-02 9.504660063707e+03 4.677365895140e+02 2.079405930284e+09 2.192539602177e-02
3.182515555961e-02 9.406358727062e+03 4.661184863645e+02 2.043686105322e+09 2.211178046809e-02
3.204754726877e-02 9.309077246587e+03 4.645060338407e+02 2.008581015788e+09 2.229967713293e-02
3.227149303388e-02 9.212805030476e+03 4.628992123936e+02 1.974080070301e+09 2.248909746318e-02
3.249700371456e-02 9.117531596962e+03 4.612980025421e+02 1.940172860086e+09 2.268005298306e-02
3.272409024632e-02 9.023246573176e+03 4.597023848733e+02 1.906849155818e+09 2.287255529450e-02
3.295276364109e-02 8.929939694015e+03 4.581123400422e+02 1.874098904533e+09 2.306661607759e-02
3.318303498773e-02 8.837600801023e+03 4.565278487712e+02 1.841912226583e+09 2.326224709098e-02
3.341491545261e-02 8.746219841280e+03 4.549488918500e+02 1.810279412651e+09 2.345946017230e-02
3.364841628013e-02 8.655786866310e+03 4.533754501354e+02 1.779190920806e+09 2.365826723859e-02
3.388354879325e-02 8.566292030992e+03 4.518075045511e+02 1.748637373623e+09 2.385868028672e-02
3.412032439406e-02 8.477725592488e+03 4.502450360873e+02 1.718609555342e+09 2.406071139379e-02
3.435875456434e-02 8.390077909180e+03 4.486880258008e+02 1.689098409080e+09 2.426437271758e-02
3.459885086609e-02 8.303339439616e+03 4.471364548143e+02 1.660095034091e+09 2.446967649698e-02
3.484062494209e-02 8.217500741473e+03 4.455903043166e+02 1.631590683075e+09 2.467663505237e-02
3.508408851652e-02 8.132552470525e+03 4.440495555620e+02 1.603576759530e+09 2.488526078609e-02
3.532925339545e-02 8.048485379624e+03 4.425141898706e+02 1.576044815150e+09 2.509556618284e-02
3.557613146746e-02 7.965290317691e+03 4.409841886275e+02 1.548986547270e+09 2.530756381014e-02
3.582473470422e-02 7.882958228717e+03 4.394595332827e+02 1.522393796356e+09 2.552126631871e-02
3.607507516104e-02 7.801480150779e+03 4.379402053514e+02 1.496258543534e+09 2.573668644294e-02
3.632716497748e-02 7.720847215057e+03 4.364261864129e+02 1.470572908165e+09 2.595383700130e-02
3.658101637793e-02 7.641050644870e+03 4.349174581112e+02 1.445329145461e+09 2.617273089679e-02
3.683664167221e-02 7.562081754719e+03 4.334140021543e+02 1.420519644141e+09 2.639338111733e-02
3.709405325613e-02 7.483931949337e+03 4.319158003140e+02 1.396136924133e+09 2.661580073623e-02
3.735326361217e-02 7.406592722754e+03 4.304228344259e+02 1.372173634302e+09 2.684000291262e-02
3.761428530999e-02 7.330055657367e+03 4.289350863890e+02 1.348622550238e+09 2.706600089187e-02
3.787713100711e-02 7.254312423025e+03 4.274525381657e+02 1.325476572059e+09 2.729380800603e-02
3.814181344950e-02 7.179354776117e+03 4.259751717811e+02 1.302728722272e+09 2.752343767426e-02
3.840834547218e-02 7.105174558673e+03 4.245029693234e+02 1.280372143658e+09 2.775490340327e-02
3.867673999989e-02 7.031763697478e+03 4.230359129432e+02 1.258400097201e+09 2.798821878776e-02
3.894701004766e-02 6.959114203186e+03 4.215739848536e+02 1.236805960043e+09 2.822339751085e-02
3.921916872149e-02 6.887218169454e+03 4.201171673297e+02 1.215583223489e+09 2.846045334452e-02
3.949322921893e-02 6.816067772073e+03 4.186654427087e+02 1.194725491032e+09 2.869940015005e-02
3.976920482979e-02 6.745655268122e+03 4.172187933894e+02 1.174226476423e+09 2.894025187844e-02
4.004710893674e-02 6.675972995119e+03 4.157772018322e+02 1.154080001765e+09 2.918302257090e-02
4.032695501594e-02 6.607013370185e+03 4.143406505587e+02 1.134279995647e+09 2.942772635922e-02
4.060875663776e-02 6.538768889217e+03 4.129091221516e+02 1.114820491309e+09 2.967437746627e-02
4.089252746738e-02 6.471232126074e+03 4.114825992547e+02 1.095695624832e+09 2.992299020639e-02
4.117828126545e-02 6.404395731760e+03 4.100610645720e+02 1.076899633371e+09 3.017357898588e-02
4.146603188882e-02 6.338252433627e+03 4.086445008684e+02 1.058426853409e+09 3.042615830340e-02
4.175579329114e-02 6.272795034580e+03 4.072328909688e+02 1.040271719041e+09 3.068074275045e-02
4.204757952357e-02 6.208016412295e+03 4.058262177582e+02 1.022428760297e+09 3.093734701177e-02
4.234140473549e-02 6.143909518435e+03 4.044244641815e+02 1.004892601484e+09 3.119598586581e-02
4.263728317510e-02 6.080467377891e+03 4.030276132430e+02 9.876579595594e+08 3.145667418517e-02
4.293522919022e-02 6.017683088011e+03 4.016356480067e+02 9.707196425347e+08 3.171942693705e-02
4.323525722889e-02 5.955549817857e+03 4.002485515955e+02 9.540725479060e+08 3.198425918366e-02
4.353738184013e-02 5.894060807452e+03 3.988663071916e+02 9.377116611097e+08 3.225118608271e-02
4.384161767464e-02 5.833209367046e+03 3.974888980359e+02 9.216320540062e+08 3.252022288780e-02
4.414797948547e-02 5.772988876387e+03 3.961163074277e+02 9.058288833903e+08 3.279138494894e-02
4.445648212877e-02 5.713392783997e+03 3.947485187250e+02 8.902973895256e+08 3.306468771291e-02
4.476714056454e-02 5.654414606459e+03 3.933855153437e+02 8.750328947061e+08 3.334014672377e-02
4.507996985726e-02 5.596047927710e+03 3.920272807580e+02 8.600308018411e+08 3.361777762326e-02
4.539498517672e-02 5.538286398339e+03 3.906737984996e+02 8.452865930652e+08 3.389759615126e-02
4.571220179871e-02 5.481123734896e+03 3.893250521580e+02 8.307958283724e+08 3.417961814627e-02
4.603163510576e-02 5.424553719208e+03 3.879810253800e+02 8.165541442733e+08 3.446385954578e-02
4.635330058788e-02 5.368570197697e+03 3.866417018695e+02 8.025572524758e+08 3.475033638679e-02
4.667721384335e-02 5.313167080712e+03 3.853070653876e+02 7.888009385884e+08 3.503906480622e-02
4.700339057943e-02 5.258338341866e+03 3.839770997520e+02 7.752810608461e+08 3.533006104133e-02
4.733184661314e-02 5.204078017374e+03 3.826517888371e+02 7.619935488576e+08 3.562334143022e-02
4.766259787204e-02 5.150380205405e+03 3.813311165737e+02 7.489344023753e+08 3.591892241224e-02
4.799566039499e-02 5.097239065441e+03 3.800150669488e+02 7.360996900853e+08 3.621682052843e-02
4.833105033292e-02 5.044648817635e+03 3.787036240055e+02 7.234855484191e+08 3.651705242200e-02
4.866878394962e-02 4.992603742183e+03 3.773967718425e+02 7.110881803853e+08 3.681963483872e-02
4.900887762254e-02 4.941098178703e+03 3.760944946143e+02 6.989038544216e+08 3.712458462742e-02
4.935134784356e-02 4.890126525610e+03 3.747967765308e+02 6.869289032670e+08 3.743191874040e-02
4.969621121983e-02 4.839683239515e+03 3.735036018572e+02 6.751597228527e+08 3.774165423388e-02
5.004348447452e-02 4.789762834611e+03 3.722149549136e+02 6.635927712127e+08 3.805380826843e-02
5.039318444767e-02 4.740359882082e+03 3.709308200751e+02 6.522245674129e+08 3.836839810947e-02
5.074532809701e-02 4.691469009505e+03 3.696511817715e+02 6.410516904992e+08 3.868544112762e-02
5.109993249875e-02 4.643084900268e+03 3.683760244870e+02 6.300707784627e+08 3.900495479923e-02
5.145701484844e-02 4.595202292990e+03 3.671053327600e+02 6.192785272240e+08 3.932695670677e-02
5.181659246179e-02 4.547815980944e+03 3.658390911832e+02 6.086716896338e+08 3.965146453928e-02
5.217868277550e-02 4.500920811494e+03 3.645772844031e+02 5.982470744920e+08 3.997849609284e-02
5.254330334814e-02 4.454511685527e+03 3.633198971201e+02 5.880015455825e+08 4.030806927096e-02
5.291047186095e-02 4.408583556902e+03 3.620669140878e+02 5.779320207255e+08 4.064020208507e-02
5.328020611873e-02 4.363131431897e+03 3.608183201136e+02 5.680354708458e+08 4.097491265492e-02
5.365252405073e-02 4.318150368666e+03 3.595741000578e+02 5.583089190571e+08 4.131221920904e-02
5.402744371144e-02 4.273635476699e+03 3.583342388337e+02 5.487494397625e+08 4.165214008518e-02
5.440498328155e-02 4.229581916287e+03 3.570987214075e+02 5.393541577699e+08 4.199469373074e-02
5.478516106878e-02 4.185984897997e+03 3.558675327981e+02 5.301202474232e+08 4.233989870319e-02
5.516799550879e-02 4.142839682150e+03 3.546406580766e+02 5.210449317481e+08 4.268777367054e-02
5.555350516606e-02 4.100141578299e+03 3.534180823666e+02 5.121254816132e+08 4.303833741176e-02
5.594170873480e-02 4.057885944726e+03 3.521997908437e+02 5.033592149047e+08 4.339160881720e-02
5.633262503985e-02 4.016068187925e+03 3.509857687353e+02 4.947434957160e+08 4.374760688904e-02
5.672627303761e-02 3.974683762112e+03 3.497760013209e+02 4.862757335512e+08 4.410635074173e-02
5.712267181692e-02 3.933728168720e+03 3.485704739310e+02 4.779533825419e+08 4.446785960238e-02
5.752184060004e-02 3.893196955915e+03 3.473691719479e+02 4.697739406784e+08 4.483215281125e-02
5.792379874354e-02 3.853085718107e+03 3.461720808048e+02 4.617349490531e+08 4.519924982213e-02
5.832856573925e-02 3.813390095471e+03 3.449791859863e+02 4.538339911173e+08 4.556917020281e-02
5.873616121521e-02 3.774105773468e+03 3.437904730274e+02 4.460686919518e+08 4.594193363545e-02
5.914660493662e-02 3.735228482382e+03 3.426059275140e+02 4.384367175482e+08 4.631755991709e-02
5.955991680680e-02 3.696753996846e+03 3.414255350824e+02 4.309357741043e+08 4.669606895998e-02
5.997611686814e-02 3.658678135387e+03 3.402492814194e+02 4.235636073310e+08 4.707748079207e-02
6.039522530311e-02 3.620996759966e+03 3.390771522617e+02 4.163180017707e+08 4.746181555743e-02
6.081726243520e-02 3.583705775529e+03 3.379091333961e+02 4.091967801281e+08 4.784909351663e-02
6.124224872990e-02 3.546801129562e+03 3.367452106591e+02 4.021978026127e+08 4.823933504720e-02
6.167020479574e-02 3.510278811645e+03 3.355853699369e+02 3.953189662917e+08 4.863256064402e-02
6.210115138525e-02 3.474134853016e+03 3.344295971651e+02 3.885582044550e+08 4.902879091976e-02
6.253510939597e-02 3.438365326140e+03 3.332778783287e+02 3.819134859905e+08 4.942804660529e-02
6.297209987148e-02 3.402966344279e+03 3.321301994617e+02 3.753828147710e+08 4.983034855009e-02
6.341214400241e-02 3.367934061070e+03 3.309865466470e+02 3.689642290505e+08 5.023571772266e-02
6.385526312747e-02 3.333264670101e+03 3.298469060163e+02 3.626558008720e+08 5.064417521094e-02
6.430147873448e-02 3.298954404501e+03 3.287112637500e+02 3.564556354847e+08 5.105574222271e-02
6.475081246140e-02 3.264999536527e+03 3.275796060768e+02 3.503618707720e+08 5.147044008602e-02
6.520328609742e-02 3.231396377159e+03 3.264519192738e+02 3.443726766886e+08 5.188829024954e-02
6.565892158398e-02 3.198141275692e+03 3.253281896660e+02 3.384862547080e+08 5.230931428306e-02
6.611774101585e-02 3.165230619347e+03 3.242084036266e+02 3.327008372791e+08 5.273353387780e-02
6.657976664218e-02 3.132660832869e+03 3.230925475764e+02 3.270146872921e+08 5.316097084685e-02
6.704502086761e-02 3.100428378141e+03 3.219806079837e+02 3.214260975540e+08 5.359164712559e-02
6.751352625335e-02 3.068529753800e+03 3.208725713645e+02 3.159333902729e+08 5.402558477204e-02
6.798530551825e-02 3.036961494848e+03 3.197684242818e+02 3.105349165514e+08 5.446280596730e-02
6.846038153991e-02 3.005720172282e+03 3.186681533461e+02 3.052290558880e+08 5.490333301591e-02
6.893877735583e-02 2.974802392715e+03 3.175717452143e+02 3.000142156885e+08 5.534718834628e-02
6.942051616446e-02 2.944204798011e+03 3.164791865906e+02 2.948888307840e+08 5.579439451101e-02
6.990562132638e-02 2.913924064910e+03 3.153904642255e+02 2.898513629594e+08 5.624497418737e-02
7.039411636540e-02 2.883956904676e+03 3.143055649162e+02 2.849003004876e+08 5.669895017761e-02
7.088602496972e-02 2.854300062732e+03 3.132244755059e+02 2.800341576738e+08 5.715634540937e-02
7.138137099307e-02 2.824950318305e+03 3.121471828842e+02 2.752514744068e+08 5.761718293607e-02
7.188017845585e-02 2.795904484077e+03 3.110736739866e+02 2.705508157173e+08 5.808148593728e-02
7.238247154636e-02 2.767159405838e+03 3.100039357945e+02 2.659307713457e+08 5.854927771908e-02
7.288827462187e-02 2.738711962140e+03 3.089379553347e+02 2.613899553153e+08 5.902058171446e-02
7.339761220989e-02 2.710559063957e+03 3.078757196799e+02 2.569270055142e+08 5.949542148368e-02
7.391050900932e-02 2.682697654349e+03 3.068172159479e+02 2.525405832841e+08 5.997382071464e-02
7.442698989165e-02 2.655124708127e+03 3.057624313016e+02 2.482293730157e+08 6.045580322321e-02
7.494707990217e-02 2.627837231526e+03 3.047113529493e+02 2.439920817519e+08 6.094139295369e-02
7.547080426119e-02 2.600832261875e+03 3.036639681438e+02 2.398274387973e+08 6.143061397904e-02
7.599818836526e-02 2.574106867277e+03 3.026202641830e+02 2.357341953342e+08 6.192349050135e-02
7.652925778838e-02 2.547658146288e+03 3.015802284089e+02 2.317111240461e+08 6.242004685215e-02
7.706403828329e-02 2.521483227600e+03 3.005438482084e+02 2.277570187467e+08 6.292030749274e-02
7.760255578265e-02 2.495579269727e+03 2.995111110123e+02 2.238706940163e+08 6.342429701458e-02
7.814483640037e-02 2.469943460701e+03 2.984820042958e+02 2.200509848431e+08 6.393204013961e-02
7.869090643283e-02 2.444573017756e+03 2.974565155779e+02 2.162967462724e+08 6.444356172063e-02
7.924079236016e-02 2.419465187033e+03 2.964346324214e+02 2.126068530605e+08 6.495888674159e-02
7.979452084753e-02 2.394617243274e+03 2.954163424328e+02 2.089801993348e+08 6.547804031795e-02
8.035211874646e-02 2.370026489529e+03 2.944016332621e+02 2.054156982607e+08 6.600104769705e-02
8.091361309609e-02 2.345690256859e+03 2.933904926027e+02 2.019122817128e+08 6.652793425838e-02
8.147903112452e-02 2.321605904045e+03 2.923829081911e+02 1.984688999530e+08 6.705872551395e-02
8.204840025011e-02 2.297770817304e+03 2.913788678070e+02 1.950845213133e+08 6.759344710862e-02
8.262174808282e-02 2.274182409997e+03 2.903783592729e+02 1.917581318848e+08 6.813212482038e-02
8.319910242555e-02 2.250838122354e+03 2.893813704541e+02 1.884887352114e+08 6.867478456072e-02
8.378049127547e-02 2.227735421190e+03 2.883878892585e+02 1.852753519890e+08 6.922145237491e-02
8.436594282540e-02 2.204871799631e+03 2.873979036364e+02 1.821170197702e+08 6.977215444232e-02
8.495548546518e-02 2.182244776841e+03 2.864114015807e+02 1.790127926739e+08 7.032691707675e-02
8.554914778303e-02 2.159851897749e+03 2.854283711260e+02 1.759617410995e+08 7.088576672670e-02
8.614695856694e-02 2.137690732785e+03 2.844488003494e+02 1.729629514465e+08 7.144872997571e-02
8.674894680605e-02 2.115758877611e+03 2.834726773697e+02 1.700155258391e+08 7.201583354261e-02
8.735514169211e-02 2.094053952862e+03 2.824999903472e+02 1.671185818550e+08 7.258710428187e-02
8.796557262084e-02 2.072573603886e+03 2.815307274841e+02 1.642712522589e+08 7.316256918385e-02
8.858026919337e-02 2.051315500485e+03 2.805648770241e+02 1.614726847416e+08 7.374225537511e-02
8.919926121768e-02 2.030277336664e+03 2.796024272519e+02 1.587220416619e+08 7.432619011866e-02
8.982257871007e-02 2.009456830377e+03 2.786433664936e+02 1.560184997946e+08 7.491440081430e-02
9.045025189657e-02 1.988851723282e+03 2.776876831162e+02 1.533612500817e+08 7.550691499884e-02
9.108231121442e-02 1.968459780489e+03 2.767353655277e+02 1.507494973885e+08 7.610376034637e-02
9.171878731357e-02 1.948278790320e+03 2.757864021768e+02 1.481824602638e+08 7.670496466858e-02
9.235971105815e-02 1.928306564069e+03 2.748407815526e+02 1.456593707038e+08 7.731055591498e-02
9.300511352796e-02 1.908540935760e+03 2.738984921850e+02 1.431794739209e+08 7.792056217318e-02
9.365502601997e-02 1.888979761913e+03 2.729595226440e+02 1.407420281157e+08 7.853501166911e-02
9.430948004987e-02 1.869620921309e+03 2.720238615398e+02 1.383463042532e+08 7.915393276732e-02
9.496850735358e-02 1.850462314762e+03 2.710914975227e+02 1.359915858431e+08 7.977735397121e-02
9.563213988878e-02 1.831501864884e+03 2.701624192829e+02 1.336771687236e+08 8.040530392325e-02
9.630040983646e-02 1.812737515864e+03 2.692366155502e+02 1.314023608490e+08 8.103781140523e-02
9.697334960251e-02 1.794167233243e+03 2.683140750944e+02 1.291664820811e+08 8.167490533854e-02
9.765099181924e-02 1.775789003689e+03 2.673947867243e+02 1.269688639836e+08 8.231661478430e-02
9.833336934703e-02 1.757600834780e+03 2.664787392884e+02 1.248088496213e+08 8.296296894370e-02
9.902051527585e-02 1.739600754787e+03 2.655659216744e+02 1.226857933614e+08 8.361399715813e-02
9.971246292692e-02 1.721786812459e+03 2.646563228089e+02 1.205990606788e+08 8.426972890943e-02
1.004092458543e-01 1.704157076809e+03 2.637499316577e+02 1.185480279651e+08 8.493019382014e-02
1.011108978465e-01 1.686709636903e+03 2.628467372251e+02 1.165320823404e+08 8.559542165361e-02
1.018174529282e-01 1.669442601653e+03 2.619467285544e+02 1.145506214682e+08 8.626544231431e-02
1.025289453619e-01 1.652354099613e+03 2.610498947272e+02 1.126030533744e+08 8.694028584796e-02
1.032454096492e-01 1.635442278770e+03 2.601562248637e+02 1.106887962683e+08 8.761998244173e-02
1.039668805332e-01 1.618705306346e+03 2.592657081221e+02 1.088072783671e+08 8.830456242446e-02
1.046933929996e-01 1.602141368595e+03 2.583783336992e+02 1.069579377243e+08 8.899405626680e-02
1.054249822785e-01 1.585748670610e+03 2.574940908293e+02 1.051402220593e+08 8.968849458141e-02
1.061616838463e-01 1.569525436121e+03 2.566129687850e+02 1.033535885916e+08 9.038790812316e-02
1.069035334274e-01 1.553469907308e+03 2.557349568764e+02 1.015975038768e+08 9.109232778923e-02
1.076505669955e-01 1.537580344604e+03 2.548600444515e+02 9.987144364602e+07 9.180178461933e-02
1.084028207761e-01 1.521855026507e+03 2.539882208953e+02 9.817489264775e+07 9.251630979584e-02
1.091603312475e-01 1.506292249395e+03 2.531194756307e+02 9.650734449256e+07 9.323593464396e-02
1.099231351431e-01 1.490890327336e+03 2.522537981176e+02 9.486830150051e+07 9.396069063186e-02
1.106912694529e-01 1.475647591906e+03 2.513911778529e+02 9.325727455109e+07 9.469060937082e-02
1.114647714255e-01 1.460562392010e+03 2.505316043707e+02 9.167378293586e+07 9.542572261536e-02
1.122436785696e-01 1.445633093696e+03 2.496750672418e+02 9.011735421356e+07 9.616606226338e-02
1.130280286563e-01 1.430858079982e+03 2.488215560738e+02 8.858752406770e+07 9.691166035630e-02
1.138178597202e-01 1.416235750678e+03 2.479710605107e+02 8.708383616669e+07 9.766254907915e-02
1.146132100622e-01 1.401764522211e+03 2.471235702334e+02 8.560584202630e+07 9.841876076071e-02
1.154141182504e-01 1.387442827452e+03 2.462790749587e+02 8.415310087452e+07 9.918032787360e-02
1.162206231226e-01 1.373269115548e+03 2.454375644398e+02 8.272517951877e+07 9.994728303440e-02
1.170327637881e-01 1.359241851748e+03 2.445990284660e+02 8.132165221535e+07 1.007196590037e-01
1.178505796294e-01 1.345359517242e+03 2.437634568627e+02 7.994210054118e+07 1.014974886864e-01
1.186741103041e-01 1.331620608990e+03 2.429308394908e+02 7.858611326774e+07 1.022808051314e-01
1.195033957470e-01 1.318023639560e+03 2.421011662472e+02 7.725328623720e+07 1.030696415321e-01
1.203384761720e-01 1.304567136966e+03 2.412744270643e+02 7.594322224062e+07 1.038640312261e-01
1.211793920740e-01 1.291249644509e+03 2.404506119101e+02 7.465553089834e+07 1.046640076957e-01
1.220261842309e-01 1.278069720615e+03 2.396297107878e+02 7.338982854236e+07 1.054696045675e-01
1.228788937054e-01 1.265025938680e+03 2.388117137357e+02 7.214573810078e+07 1.062808556129e-01
1.237375618473e-01 1.252116886916e+03 2.379966108277e+02 7.092288898425e+07 1.070977947478e-01
1.246022302954e-01 1.239341168192e+03 2.371843921721e+02 6.972091697430e+07 1.079204560327e-01
1.254729409792e-01 1.226697399888e+03 2.363750479124e+02 6.853946411370e+07 1.087488736730e-01
1.263497361215e-01 1.214184213739e+03 2.355685682269e+02 6.737817859864e+07 1.095830820188e-01
1.272326582400e-01 1.201800255688e+03 2.347649433283e+02 6.623671467276e+07 1.104231155650e-01
1.281217501496e-01 1.189544185740e+03 2.339641634639e+02 6.511473252306e+07 1.112690089512e-01
1.290170549641e-01 1.177414677813e+03 2.331662189155e+02 6.401189817756e+07 1.121207969620e-01
1.299186160990e-01 1.165410419595e+03 2.323710999989e+02 6.292788340477e+07 1.129785145268e-01
1.308264772729e-01 1.153530112402e+03 2.315787970644e+02 6.186236561479e+07 1.138421967197e-01
1.317406825101e-01 1.141772471034e+03 2.307893004960e+02 6.081502776228e+07 1.147118787598e-01
1.326612761422e-01 1.130136223635e+03 2.300026007118e+02 5.978555825091e+07 1.155875960109e-01
1.335883028109e-01 1.118620111558e+03 2.292186881637e+02 5.877365083964e+07 1.164693839818e-01
1.345218074699e-01 1.107222889224e+03 2.284375533371e+02 5.777900455047e+07 1.173572783260e-01
1.354618353867e-01 1.095943323987e+03 2.276591867513e+02 5.680132357786e+07 1.182513148418e-01
1.364084321454e-01 1.084780196000e+03 2.268835789587e+02 5.584031719970e+07 1.191515294722e-01
1.373616436486e-01 1.073732298084e+03 2.261107205452e+02 5.489569968977e+07 1.200579583049e-01
1.383215161195e-01 1.062798435593e+03 2.253406021299e+02 5.396719023179e+07 1.209706375723e-01
